genres,original_title,overview,popularity,runtime,tagline,weighted_average
"['Science Fiction', 'Thriller', 'Comedy', 'Horror']",Grabbers,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!",9.451228,94.0,"For the locals on Erin Island, it's last orders.",6.1927679797681945
"['Thriller', 'Horror']",Insidious: Chapter 2,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,48.375848,106.0,It will take what you love most.,6.354128874902956
"['Science Fiction', 'Drama', 'Thriller']",10 Cloverfield Lane,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",53.698682999999996,103.0,Monsters come in many forms.,6.601785712502682
"['Thriller', 'Horror']",Lights Out,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",48.170508,81.0,,6.25468871084693
['Horror'],Paranormal Activity 3,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",29.15813,83.0,It Runs In The Family,6.105313675626623
"['Thriller', 'Horror']",The Lazarus Effect,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",20.304235000000002,83.0,Evil will rise.,5.895733281061125
"['Thriller', 'Mystery']",Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",60.715151,113.0,Some memories are best forgotten.,7.650105993881854
"['Drama', 'Comedy']",Our Idiot Brother,"Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.",15.688439,90.0,Everybody has one,6.143675911269212
"['Thriller', 'Horror']","As Above, So Below","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",26.510558000000003,93.0,The only way out is down.,6.17103585189103
"['Crime', 'Drama']",Spring Breakers,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",62.554173,94.0,A little sun can bring out your dark side.,5.544706970364382
"['Drama', 'Horror']",The Haunting of Molly Hartley,"When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become.",8.309894,82.0,Her past is yet to come.,6.144015807354968
"['Science Fiction', 'Thriller', 'Horror']",Apollo 18,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",17.028252,86.0,There's a reason we've never gone back to the moon.,5.947009090009276
"['Drama', 'Comedy']",Sunshine Cleaning,A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,19.336367000000003,102.0,life's a messy business.,6.2622021803790435
"['Comedy', 'Romance']",Fifty Shades of Black,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,14.947588,92.0,Way shadier than gray.,5.81642228978971
"['Drama', 'Romance']",Not Easily Broken,A car accident and shifting affections test the bond between a married couple.,5.1299,99.0,,6.214760588225813
"['Drama', 'Comedy']",Saved!,"Teenage Mary Cummings, who has ""been Born Again her whole life,"" is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica, the three of whom have formed a girl group called the Christian Jewels. Everything seems perfect—until Mary’s ""perfect Christian boyfriend"" Dean tells her, as they’re swimming underwater, that he thinks he's gay.",9.851230000000001,92.0,,6.223109089875805
"['Science Fiction', 'Drama']",Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",46.114184,97.0,The last place you'd ever expect to find yourself.,7.02770311113711
"['Drama', 'Comedy']",Bottle Shock,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",6.174435,110.0,"Based on a true story of love, victory, and fermentation",6.231664680510597
"['Fantasy', 'Drama']",Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",8.753409,99.0,From a secret world no one could see... came a crime no one could believe.,6.362635416217872
